Content,Stars,titre,origine,jour,mois,année,Pays
"Ideal family game for all ages.  I'm still getting to grips with 50cc races whilst my son is expert on the 150cc. Lots of new tracks, vehicles and characters to open up plus the option to play online.  I would definitely recommend this game.",5,MARIO KART 8 DELUXE,AMAZON,13,5,2011,Royaume-Uni
Present for grandchildren who have had many happy hours playing so I would suggest this as ideal purchase for any one looking for similar ideas,4,MARIO KART 8 DELUXE,AMAZON,28,4,2013,Royaume-Uni
Another classic from the Mario collection. My husband and daughter have not stopped playing since we came home with it after Christmas. They love it. It is a great way for all the family to play together and my daughter didn't really want this one!,5,MARIO KART 8 DELUXE,AMAZON,2,1,2011,Royaume-Uni
"I bought this for a Christmas present as I already had this game, it is so much fun and you can get very competetive with other family members. Would recommend just buying this game and seeing for yourself especially if you are a fan of Mario.",5,MARIO KART 8 DELUXE,AMAZON,19,1,2011,Royaume-Uni
"my son wanted this as had played once before at a friends, hours of fun and great for all the family I found it tricky at first but my four year old managed first time. Would recommend this game to everyone.",5,MARIO KART 8 DELUXE,AMAZON,17,3,2013,Royaume-Uni
5 year old grandson absolutely loved this! Played with it loads. Nothing more to add really. It is what it is.,4,MARIO KART 8 DELUXE,AMAZON,24,11,2013,Royaume-Uni
Sehr guter Artikel,5,MARIO KART 8 DELUXE,AMAZON,15,4,2020,Allemagne
"A fantastic bit of kit from wii, my grandson of 4years found this easy to use and enjoyed the mario games much more than before he got his hands on the WII steering wheel,it is quite robust which is necessary with young boys.",5,MARIO KART 8 DELUXE,AMAZON,17,10,2011,Royaume-Uni
"Super gutes Spiel, das immer wieder viel Spaß bringt.Am Anfang dachte ich nur: ist ja ein ganz netter Zeitvertreib. Aber nach und nach wird man regelrecht süchtig danach.Die einzelnen Level sind schön und liebevoll gestaltet. Das Spielen macht sowohl alleine sehr viel Spaß, als auch zu zweit.Absolut empfehlenswert. Ich würde es wieder kaufen!",5,MARIO KART 8 DELUXE,AMAZON,20,7,2011,Allemagne
"Good fun, the children enjoy it",4,MARIO KART 8 DELUXE,AMAZON,30,1,2016,Royaume-Uni
It is a challenging and interactive game. Through playing you gain a better level. You don't need the steering-wheel to make it better,4,MARIO KART 8 DELUXE,AMAZON,10,2,2013,Royaume-Uni
"Das ist ein lustiges Spiel für die ganze Familie, welches richtig Spass macht. Es macht auch sehr viel Freude dies mit den Kids zusammen zu spielen .",5,MARIO KART 8 DELUXE,AMAZON,12,8,2017,Allemagne
"Das Spiel bereitet viel Spaß, vorallem mit mehreren Spielern. Alleine kann man es aber auch gut Spielen. Die Grafik überzeugt. Es gibt viele verschiedene Rennen und Umgebungen. Mit dem Lenkrad macht das Spielen noch mehr Spaß, Steuerung ist Top.",4,MARIO KART 8 DELUXE,AMAZON,7,3,2013,Allemagne
Great fun for all the family especially when you can play together. The only critisim the grafics are too busy for a small TV Screen if more than one of you is playing.,4,MARIO KART 8 DELUXE,AMAZON,4,4,2010,Royaume-Uni
Great condition. Kids are gonna love it. As a 40 year old im quite looking forward to playing it on christmas day myself.,4,MARIO KART 8 DELUXE,AMAZON,20,12,2012,Royaume-Uni
present for grandson,4,MARIO KART 8 DELUXE,AMAZON,1,6,2016,Royaume-Uni
"good game for all age groups and family, lots of fun that keeps everyone occupied, would recommend it for all",4,MARIO KART 8 DELUXE,AMAZON,17,8,2013,Royaume-Uni
"Really good, but it is very expensive for such an old game, especially as there are newer versions :) :P",4,MARIO KART 8 DELUXE,AMAZON,16,9,2013,Royaume-Uni
"Everyone in our house enjoys this game.  There are lots of different ways of playing - against the wii, the family or if you have wi fi with other people around the world.  Hours of fun!",5,MARIO KART 8 DELUXE,AMAZON,14,12,2012,Royaume-Uni
"The game is great fun, have played on it a lot. It is just a pity it took over a week to arrive and i am still waiting for my extra wheels to be delivered. Other than that, the game is great.",5,MARIO KART 8 DELUXE,AMAZON,11,1,2011,Royaume-Uni
"My 7 yr old son loves this game. He'd been saving for ages for it and is not disappointed. He takes great delight in thrashing his mother, who only seems to be able to drive off cliffs in a spectacular fashion.",5,MARIO KART 8 DELUXE,AMAZON,9,5,2011,Royaume-Uni
"Meine Kinder kommen ganz gut damit klar, die wachsen ja mit sowas auf. Für mich ist es nicht wirklich was; ich bin sehr ungeschickt ;-)  Trotzdem Kaufempfehlung.",4,MARIO KART 8 DELUXE,AMAZON,27,11,2014,Allemagne
bought for grandaughter for christmas as she is a great fan of mario games and this lived up to the mario games reputation she loved it and it was cheaper on here than anywhere else highly recommended,5,MARIO KART 8 DELUXE,AMAZON,3,4,2013,Royaume-Uni
Great piece of kit easy to use and adds to the experience My two grandchildren fight over who should use it so might need to get another!,4,MARIO KART 8 DELUXE,AMAZON,19,9,2011,Royaume-Uni
"Kurz bevor wir die Wii abgeben wollten habe ich mir nun doch noch das Mario Kart gewünscht und siehe da, wir nutzen die Wii wieder. Die Rennstrecken isnd super, man kann recht schnell anfangen zu spielen und selbst mein Papa kann damit umgehen und erfreut sich dran. Ich kann das spiel nur empfehlen",5,MARIO KART 8 DELUXE,AMAZON,25,12,2011,Allemagne
Alles wie gewünscht,5,MARIO KART 8 DELUXE,AMAZON,18,1,2020,Allemagne
"What is there to say that hasn't already been said, fantastic game, takes a little while to get used to the motion control but once you get there its lots of fun.Online mode very good. Buy today!",5,MARIO KART 8 DELUXE,AMAZON,25,8,2011,Royaume-Uni
"Artikel war als neu ausgeschrieben, Originale Siegel wurden entfernt und durch Klebestreifen ersetzt. Es war keine neuwertige Ware zudem kam es  beschädigt an.",1,MARIO KART 8 DELUXE,AMAZON,9,7,2021,Allemagne
"The case was not in such a good condition as I thought it would be, but the disc plays fine.",4,MARIO KART 8 DELUXE,AMAZON,1,3,2013,Royaume-Uni
"Totalmente recomendado.No te arrepentirás de la compra.El envío rápido y seguro por, solo tardo 3 días en llegar.",4,MARIO KART 8 DELUXE,AMAZON,25,2,2013,Royaume-Uni
"Endlich hat meine Tochter ihr Mario Kart bekommen, die Begeisterung war groß. Freunde eingeladen und los.Ich durfte auch mal mitspielen, fand es (als Erwachsener) nicht so toll, aber die Kinder sind echt begeistert.Die Animationen und Grafiken sind schon toll, muss man echt zugeben.",5,MARIO KART 8 DELUXE,AMAZON,19,2,2013,Allemagne
The grandchildren loved this gift. The whole family could play and with an extra wheel all were happy. Great gift.,4,MARIO KART 8 DELUXE,AMAZON,15,1,2013,Royaume-Uni
"Buen producto. Materiales de calidad. Un precio ajustado para el producto que es (no deja de ser un trozo moldeado de plástico). después d emucho tiempo usandolo, no tiene un rasguño.Producto entregado en plazo y sin ningún problema. Chapeau! :)",4,MARIO KART 8 DELUXE,AMAZON,10,3,2014,Espagne
"Auch nach mehr als einem Monat ist das Spiel der Dauerbrenner bei den Kindern (8+10J.). Gute und einfache Steuerung, insbes. mit dem Wheel, und dauerhafter Spaß durch Freispielen neuer Bahnen + Autos + Fahrer machen den Preis des Spiels akzeptabel, auch wenn ich allgemein die Games überteuert finde.",4,MARIO KART 8 DELUXE,AMAZON,29,8,2010,Allemagne
Escribe aquí tu opinión (obligatorio)Ten en cuenta lo siguiente:¿Por qué elegiste esta valoración?¿Qué te gustó y qué no te gustó?¿A quién recomendarías este producto?,4,MARIO KART 8 DELUXE,AMAZON,19,10,2015,Espagne
"IL GIOCO E  IL  SUO VOLANTE FUNZIONANO  PERFETTAMANTE E , MIA FIGLIA NE E '  ENTUSIASTA . UN BELLISSIMO ACQUISTO.",5,MARIO KART 8 DELUXE,AMAZON,5,7,2018,Italie
"Hammergeiles Spiel, allerdings bedarf es einiger Übung mit dem Lenkrad, es ist ziemlich unpräzise, ich empfehle den Spielecontroller der aussieht wie die üblichen Konsolencontroller, damit fährt man am besten. Aber für den Partyspaß ist das Lenkrad unabdingbar.",5,MARIO KART 8 DELUXE,AMAZON,29,6,2014,Allemagne
Ordered the wheel as an extra one to go with the game that came with a wheel supplied.  It turned up on time and my nephews-in law who received it for Christmas are well happy.,5,MARIO KART 8 DELUXE,AMAZON,3,1,2012,Royaume-Uni
My little grandson was in heaven when opened this on Christmas day - that was almost the last we saw of him as we couldn't tear him away from the Wii.,5,MARIO KART 8 DELUXE,AMAZON,31,1,2014,Royaume-Uni
Bought for a my little cousin and she loves it works very well. She has a alot of fun playing with it and her Wii.,5,MARIO KART 8 DELUXE,AMAZON,6,3,2015,Royaume-Uni
✔️,4,MARIO KART 8 DELUXE,AMAZON,1,1,2016,Royaume-Uni
"Ich muss nur ein Stern geben liegt nicht am Spiel oder das Lenkrad an sich ABER !!!!!!... ich habe es gebraucht gekauft von yoused GmbH... ich bin so sauer über Zustand und wie das Paket angekommen ist , zuerst kam das Lenkrad in einem Größen Paket voller Müll Reste , aber das Spiel war nicht mit dabei ! Nach ein langen hin und her hab ich das Spiel bekommen (5wochen) ohne Wii Hülle ohne Deck kover und Anleitung ! spiel ist stark zerkratzt und Lenkrad sehr verschmutzt dafür fast 40€ .. das anzubieten als (wie neu) Frechheit nie wieder da stimmt einiges nicht",1,MARIO KART 8 DELUXE,AMAZON,24,6,2017,Allemagne
"aber das Rennspiel ist eine tolle Sache. Leider verlier ich immer gegen meinen Sohn :-), dabei hab ich einen Führerschein ?Die hohen Anschaffungskosten macht sich nach mehr als 2 Monaten Spielspass bezahlt. Das beiliegende Lenkrad wird aber nicht wirklich benötigt !",5,MARIO KART 8 DELUXE,AMAZON,15,5,2013,Allemagne
"Children love it, good partymaker game for them.Easy handling, nice graph, funny animations, good impression.I offer it for children however adults also can have some funny games with it. :)",5,MARIO KART 8 DELUXE,AMAZON,25,2,2013,Royaume-Uni
As described,5,MARIO KART 8 DELUXE,AMAZON,13,4,2019,Royaume-Uni
Tolles Spiel - mein Sohn und mein Mann lieben es!,5,MARIO KART 8 DELUXE,AMAZON,10,11,2018,Allemagne
"Good, grubby wheel and scratched disk.",3,MARIO KART 8 DELUXE,AMAZON,8,11,2015,Royaume-Uni
Ites as described,5,MARIO KART 8 DELUXE,AMAZON,14,2,2019,Royaume-Uni
Great quality with slightly used packaging but overall i was happy with it.,5,MARIO KART 8 DELUXE,AMAZON,18,3,2017,Royaume-Uni
"Arrived in time, worked fine with the Nintendo Wii that we had at home.The wheels fits onto the Wii remote.",4,MARIO KART 8 DELUXE,AMAZON,5,2,2012,Royaume-Uni
Mario Kart mit Lenker ! ! !Seit mein Sohn dieses Spiel hat ist er wie ausgewechselt . Er war sehr schnell gereizter spielt sich seinen Frust jetzt weg und wenn er die Atos auf dem Video schrottet,5,MARIO KART 8 DELUXE,AMAZON,4,7,2013,Allemagne
good,4,MARIO KART 8 DELUXE,AMAZON,14,10,2015,Royaume-Uni
When my nephew opened this he said I had made all his dreams come true because he has been waiting for this for so long. Everyone of all ages loves this games.,5,MARIO KART 8 DELUXE,AMAZON,9,3,2013,Royaume-Uni
"The game is excellent, but your son will not care for anything else but the game for a while.My son (5) loves it. We must limit it to 1/2 hour play.",5,MARIO KART 8 DELUXE,AMAZON,3,2,2013,Royaume-Uni
It's tanfastic! Quoted the eleven year old who bought it with her birthday money. Appears addictive. Great game to play with seven year old sibling too.Easy to set up. Easy delivery.,5,MARIO KART 8 DELUXE,AMAZON,27,4,2013,Royaume-Uni
"Have always loved playing Mario Kart on the N64, Gamecube, Wii and Wii U, great competitive fun.",5,MARIO KART 8 DELUXE,AMAZON,14,4,2016,Royaume-Uni
Love the game,5,MARIO KART 8 DELUXE,AMAZON,25,11,2018,Royaume-Uni
Works what more do I want. Nice one.,5,MARIO KART 8 DELUXE,AMAZON,27,11,2018,Allemagne
"Brilliant game for everyone! Didn't really need the wheel, but took it as might be useful for a smaller child.",5,MARIO KART 8 DELUXE,AMAZON,22,9,2015,Royaume-Uni
Bought for our two small boys. This is their favourite game (and also of our 6 year old next door neighbour!) Keeps them entertained for hours. Several unlockable characters and tracks increases it's longevity too.,5,MARIO KART 8 DELUXE,AMAZON,17,7,2011,Royaume-Uni
I dont like this one but the rest of the family think its great,3,MARIO KART 8 DELUXE,AMAZON,7,11,2014,Royaume-Uni
Great fun,4,MARIO KART 8 DELUXE,AMAZON,24,5,2015,Royaume-Uni
"its bit dirty and scratch, but working ok))",3,MARIO KART 8 DELUXE,AMAZON,18,3,2015,Royaume-Uni
All good,5,MARIO KART 8 DELUXE,AMAZON,5,2,2019,Royaume-Uni
This game is a lot of fun when played with the Wii Wheel remote.,5,MARIO KART 8 DELUXE,AMAZON,29,8,2016,Royaume-Uni
