review,score,titre,origine,date
"Achat fait fin juin pour l’anniversaire de mon fils, article seulement déballé aujourd’hui, pour l'anniversaire.Et là, surprise : pas de carte dans la boite ni de code pour télécharger le jeu. Je recommande un nouveau immédiatement et contacte Amazon pour un remboursement.",2,ACNH,AMAZON,2021-08-31
Super jeu,10,ACNH,AMAZON,2020-04-24
Très bon achat,10,ACNH,AMAZON,2020-03-27
Super jeu,10,ACNH,AMAZON,2020-04-18
Article vide.Quelle déception pour l enfant qui a ouvert ce jeu qu il attendait avec impatience….,2,ACNH,AMAZON,2022-02-22
Ravie,10,ACNH,AMAZON,2020-05-06
Super jeu,10,ACNH,AMAZON,2020-03-27
Les scellés  Nintendo de l'emballage n'ont pas été enlevés mais l'emballage était découpé sur le côté et la carte était manquante... quelqu'un a vraisemblablement volé la carte avant envoi...,2,ACNH,AMAZON,2021-11-30
Ok,10,ACNH,AMAZON,2020-04-29
Juste génial,10,ACNH,AMAZON,2020-03-22
Très bien,10,ACNH,AMAZON,2020-04-02
Top,10,ACNH,AMAZON,2020-04-24
"Offert à Noël, déception de mon fils lorsqu'il a ouvert la boîte. Acheter cet été, donc j'image qu'il n'y a plus de recours !!",2,ACNH,AMAZON,2021-12-25
👍,10,ACNH,AMAZON,2020-03-28
Parfait 👍👌,10,ACNH,AMAZON,2020-03-23
Parfait!,10,ACNH,AMAZON,2020-03-31
Parfaot,10,ACNH,AMAZON,2020-03-24
J ai acheté ce produit pour l offrir à mon enfant à Noël. 0 carte à l'intérieur. Quelle honte devant son gosse.,2,ACNH,AMAZON,2021-12-27
"Article arrive en bon état, le jeu sous blister mais le jeu n’est pas à l’intérieur, le blister a été découpé le long de l’ouverture de la boîte. Quel déception !! C’est du vol ! Et il s’agit pas d’un code à télécharger mais bien de la cartouche manquante dans la boîte",2,ACNH,AMAZON,2021-04-20
Parfait,10,ACNH,AMAZON,2020-03-26
Très déçu je commande 2 jeu pour mes enfants emballé il l'ouvre pour Noël et boîte vide pour les 2,2,ACNH,AMAZON,2021-12-29
Je n’ai pas de code de téléchargement du pack animal cresson (News horizon / paradis) !!!!!!,2,ACNH,AMAZON,2022-01-18
"L'article commandé était détérioré,  l'arrière de la cartouche était légèrement écrasé et impossible de le faire fonctionner. C'était un cadeau pour mon petit fils pour Pâques,  ce fût un flop total.Il était d'occasion et je pense qu'il y a des personnes sans scrupule,  qui vendent des articles qui ne fonctionnent pas....😢🤨😤😤",2,ACNH,AMAZON,2021-04-12
Produit acheter à Noël pour ma filleule reçu dans la carte dedans c’est honteux sérieux 😡😡😡😡😡😡😡😡😡,2,ACNH,AMAZON,2022-01-18
Bonjour cette commande m'a était refuser car carte périmé .....Je repasse une commande avec une autre carte .....Impeccable.....Mais surprise dans ma boite aux lettres un paquet et deux articles a l'interieur .....!!!!!!!!Et en consultant mes comptes ......deux retraits de votre part pour un article commanderCe n'est pas correct !!!!!!!!J'attends une réponse de votre partCordialementMR RODILHAT,2,ACNH,AMAZON,2020-11-19
"Vendre une boîte vide, littéralement scandaleux. En fait, cela s’appelle du vol.",2,ACNH,AMAZON,2022-01-29
Nous avons offert ce cadeau à notre fille pour ses 10 ans et en ouvrant aucun jeu !!!!Son anniversaire a un goût amer ! Nous sommes tellement déçu et elle tellement triste....Nous l’avons emballer sans le contrôler...,2,ACNH,AMAZON,2021-06-05
"Livraison super. Cadeau offert à mon fils le jour de noël et...PAS DE CARTE à l'intérieur !!! Honteux, ça paraît hallucinant, inimaginable et pourtant vrai!",2,ACNH,AMAZON,2020-12-25
Nul à chier,4,ACNH,AMAZON,2021-03-22
"Le jour de noël ! Mon fils ouvre son jeu il n y a rien a l intérieur du boîtier !J espère que je vais être remboursée je suis hyper déçue , pas de mot ...",2,ACNH,AMAZON,2020-12-25
BonjourJ'ai acheté ce jeu au vu des excellents commentaires pour l'anniversaire de ma fille en Mai. Elle vient à peine de commencer à l'utiliser ( Juillet) et il se trouve qu'il y a déjà un personnage de créé et du coup elle ne peut rien faire! Pourtant le jeu était sous cellophane de chez Nintendo!Quelqu'un a-t-il déjà eu ce problème et y a t'il une solution ? Merci,2,ACNH,AMAZON,2020-07-09
Article absent du colis ! Je suis furax mon fils a longuement économisé pour s'offrir ce jeu!Quelle déception !!!!! Imaginez un petit garçon de 6 ans qui ouvre son colis pour finalement déballer une pochette vide....Pourtant l emballage nintendo était intacte,2,ACNH,AMAZON,2021-02-15
"J'ai acheté ce jeux pour l'anniversaire de mon fils. Quand il a ouvert son paquet hier, nous avons eu la désagréable surprise d'avoir une boite vide...J'espère que ce désagrément pourra être réglé rapidement.",2,ACNH,AMAZON,2021-06-28
Le jeux ne fonctionne pas trop déçu. Delai entre la réception et le jour d'anniversaire ne m'ont pas permis d'effectuer le retour du jeux trop déçu. De l'argent dépensé pour rien... 😟,2,ACNH,AMAZON,2021-07-02
Très déçu car le but d’une pré commande c’est de le recevoir à sa sorti et la bien reçu mais 3 semaines après sa date de sorti,4,ACNH,AMAZON,2020-04-03
Boîte totalement vide... Je n'ai jamais vu ça. Il y avait pourtant un blister transparent qui fermait la boîte du jeux. Ma fille de 10 ans a pleuré... Merci beaucoup pour ce moment,2,ACNH,AMAZON,2021-05-19
Lorsque ma fille a déballé le jeu le 25/12 il n'y avait pas de cartouche dans le boitier malgré la présence du blister autour du boitier et un jeu envoyé par Nintendo.J'attends le remboursement...,2,ACNH,AMAZON,2021-01-05
Mon fils vient s’ouvrir son cadeau pour l’anniversaire...et super déçu! La boite est vide! Sur le côté le plastique était un peu déchiré mais qui aurait cru que le jeux n’est pas là. Super déçu:-(,2,ACNH,AMAZON,2020-12-28
"Boîte bien reçu, emballage bon mais qu'elle désagréable surprise pour mon fils à Noël lorsqu'il a ouvert la boîte et que la cartouche de jeux n'était pas présente !!!!!  Je suis dégoûté.....",2,ACNH,AMAZON,2020-12-26
Bien reçu,4,ACNH,AMAZON,2020-12-14
Le produit multimédia n'a pas pu être chargé.Mon fils a déballer et manquer le jeu dans la jacketAu début nous avons pensé que y’avait un code pour télécharger le jeu mais non il manque bien le jeu dans sa boite,2,ACNH,AMAZON,2021-04-18
"Il est écrit nulle part qu'un seul joueur par console peut jouer à animal crossing. Les autres joueurs ne seront que des figurants ne pouvant pas faire l'histoire. Seul un joueur aura le jeu complet.Franchement, c'est une honte.",2,ACNH,AMAZON,2020-07-06
Juste à fuir le 3 juin il ne marche déjà plus la carte n'est plus lu par ma switchC'est juste inadmissible au prix du jeux,2,ACNH,AMAZON,2021-06-21
Cadeau de noël pour une petite fille..Reçu la boîte sous blister..et quand elle ouvre et ben pas de jeux.. inadmissible de votre part..,2,ACNH,AMAZON,2020-12-25
Déçu..,2,ACNH,AMAZON,2021-12-18
"Service de livraison prime au top, boite reçue en 24h sauf que celle ci est VIDE ! Aucun jeu à l'intérieur ! ARNAQUE !",2,ACNH,AMAZON,2020-12-31
"Article reçu en retard, et seulement avec la boîte de jeu qui en plus, était entaillée, la cartouche de jeu n'était pas présente dans la boîte.",2,ACNH,AMAZON,2021-05-11
Blister partiellement ouvert et jeu manquant... échange demandé en espérant que le prochain sera complet.,2,ACNH,AMAZON,2021-08-20
"comme le dit le titre le jeu était sous emballage, tout était parfait jusqu'à l'ouverture, sans jeux, un retour qui traîne et par la même occasion un remboursement....",2,ACNH,AMAZON,2021-02-09
"Boîte fendue, carton de livraison pourtant intact",4,ACNH,AMAZON,2020-03-23
"Produit arrivé sous blister déjà ouvert, et quand j’ouvre le produit, surprise ! Jeu manquant à l’intérieur ! C’est honteux. Je n’ai pas les mots.",2,ACNH,AMAZON,2021-01-22
"Boîtier reçu, blister légèrement ouvert, absence de la cartouche de jeu.",2,ACNH,AMAZON,2021-08-20
"Pour qu'il est écrit ""recevoir le lendemain"" et finalement attendre 5 jours, c'est très drôle.  J'en avais besoin pour le lendemain, d'où mon achat.",2,ACNH,AMAZON,2020-12-30
Bonjour j’ai reçu un seul remboursement sur les deux jeux que j’ai renvoyé qui ne fonctionnait pas merci de me rembourser le deuxième jeu,2,ACNH,AMAZON,2021-01-09
"Nous venons d'ouvrir ce cadeau de noel, il n'y a que la boîte, pas de jeu a l'intérieur.",2,ACNH,AMAZON,2020-12-24
"Bonjour, NITENDO viennent de nous envoyer l'emballage et non pas le produit, il n'y avait aucune carte Animal crossing à l'intérieur... que faire ?",2,ACNH,AMAZON,2021-02-03
"Après l'avoir offert ce week end pour un anniversaire, on se rend compte qu'il n'y Pas de jeu dedans !! Pourtant sous blister!",2,ACNH,AMAZON,2021-02-20
"J'ai acheter ce produit, je reçoit la boîte vide. Mais où est la cartouche ?",2,ACNH,AMAZON,2021-06-22
La boîte est arrivée vide !! Merci les livreurs ! On a que ça à faire de renvoyer une boîte vide à la poste....,2,ACNH,AMAZON,2021-01-23
Cadeau de Noël et à l'ouverture la cartouche de jeu n'était pas dedans la boîte était vide,2,ACNH,AMAZON,2020-12-25
Bonjour je viens de recevoir une boîte vide. Le jeu n est pas dans la boîte ! Du jamais vu!!!,2,ACNH,AMAZON,2021-03-13
Jeu reçu sans cartouche à l’intérieur et pourtant sous blister ! Quel cadeau de Noël.,2,ACNH,AMAZON,2020-12-31
"Produit arrivé vide, sans plastification, boîte grande ouverte  et sans la puce... totalement déçue.",2,ACNH,AMAZON,2021-03-27
La disquette du jeu ne se trouve pas dans la boîte ! J'ai la boîte mais je n'ai pas le jeu.. super,2,ACNH,AMAZON,2020-10-03
J'ai reçu le jeu mais je n'ai pas la cartouche dedans,2,ACNH,AMAZON,2021-06-28
"Blister ouvert , boite  vide !J'ai demandée un remboursement en espérant qu'il y est pas de problème..",2,ACNH,AMAZON,2021-01-19
Jeu cool et divertissent pour enfant ou ados,10,ACNH,AMAZON,2022-07-21
"Jeu sans intérêt, pas vraiment de but, on s'ennuie vite",2,ACNH,AMAZON,2021-04-17
L'article est arrivé mais sans le jeu à l'intérieur...,2,ACNH,AMAZON,2021-05-03
"reçu ce matin,à louverture de la boite,le jeu n y etait pas quelle deception!!!!suis en colère",2,ACNH,AMAZON,2021-01-22
Boite du jeu vidéo. Pas de jeu à l'intérieur !!!!!!!!! En attente de remboursement,2,ACNH,AMAZON,2021-01-19
Il manquait le jeu de cartes....,2,ACNH,AMAZON,2021-05-03
Cadeaux pour mon fils.tres  déçu !,2,ACNH,AMAZON,2021-03-04
Le jeu n'était pas à l'intérieur,2,ACNH,AMAZON,2021-02-03
ARNAQUE!!!!,2,ACNH,AMAZON,2021-05-12
Boite sans cartouche. Blister légèrement ouvert.,2,ACNH,AMAZON,2021-01-17
La carte de jeu déconne....,2,ACNH,AMAZON,2021-03-16
"scandaleux, la carte n'était pas présente",2,ACNH,AMAZON,2020-06-26
"Tout simplement inadmissible, vraiment déçu au prix de l'article",2,ACNH,AMAZON,2020-11-18
Pas de jeu dedans,2,ACNH,AMAZON,2020-12-25
Le jeu est en anglais et je n'ai trouvé nul part où c'était spécifié,2,ACNH,AMAZON,2020-05-11
Produit endommager ne fonctionne pas très déçu,2,ACNH,AMAZON,2020-07-28
Ne fonctionne pas,2,ACNH,AMAZON,2020-09-13
"Aucun jeux à l'intérieur, c'est honteux!",2,ACNH,AMAZON,2023-01-15
"J’ai pas hésitee en achetant ma Switch, il me fallait LE jeu que j’ai poncé pendant des années et des années .Et je suis clairement satisfaite !Malgré pas mal de changements comparé au jeu de base de l’époque le jeu me ramène direct en enfance . La boîte est nickelle , la cartouche aussi .Reçu vite et le jour J malgré un retard prévu .Ça faisais si longtemps que je voulais y rejouer j’avais peur en voyant les commentaires de ne pas voir de cartouche dans l’emballage mais ils sont pro , malheureusement parfois il y a des problèmes comme pour tout mais je recommande a 100% l’achat de ce produit",10,ACNH,AMAZON,2021-09-12
"Découvert cette franchise par un heureux hasard sur Gamecube étant enfant ( l'époque où tes parents t'emmenaient 2 fois par an maximum au magasin de jeux et où tu devais donc absolument repartir avec un jeu) j'ai adoré chaque opus depuis, chacun à sa manière renouvelant une expérience vraiment superbe.Petite anecdote a propos de ce jeu , son créateur avait un travail très prenant et intense, ce qui l'empêchait d'avoir des moments d'évasion et de zénitude. Il a donc imaginé ce jeu sur ce principe, un moyen de s'échapper un temps et de s'accorder un moment de détente et c'est très exactement les mots qui définissent parfaitement ce jeu dans sa globalité: Zénitude et évasion.",10,ACNH,AMAZON,2021-06-22
Article bien emballé bien protégé rien à dire au top :),10,ACNH,AMAZON,2022-03-02
"Je découvre ma Switch avec ce jeu que je trouve absolument exquis. Il s'avère parfait pour se détendre et on peut facilement s'y perdre pendant des heures. Il demande peu d'attention et on peut donc jouer pendant qu'on regarde la télé ou qu'on écoute quelque chose.Le principe: on débarque sur une île avec deux autres voyageurs, l'organisateur et son assistant et... eh bien tout est à faire. Muni de quelques outils, on explore, on remplit des missions et c'est parti. Les missions sont ultra simples et on progresse vite avec des surprises tous les jours.Le jeu possède des graphismes simples mais très beau malgré tout, surtout les poissons. Car on pêche, on construit et le tout en temps réel au rythme des vraies saisons. Ainsi on ne pêche pas la même chose au printemps qu'en hiver et le jeu est par ailleurs constamment mis à jour avec des nouveautés. On a une petite musique douce, on cherche à accueillir de nouveaux habitants avec le choix de 10 parmi presque 300, au point que certains pratiquent une chasse éperdue pour trouver un habitant bien précis. Il y en a pour des centaines d'heures de jeu pour les îles les plus abouties qu'on peut d'ailleurs visiter en rêve (avec un compte en ligne).Ce que j'aime beaucoup c'est la communauté de joueurs immenses qu'il y a derrière et avec qui on peut faire des échanges en se déplaçant d'une île à l'autre et la richesse globale de ce jeu est absolument époustouflante.Donc si les combats ne sont pas pour vous, que vous n'êtes pas jeu compliqué mais que vous aimez vous détendre, ce jeu est sans doute un des plus extras pour la console Switch. Vivement le prochain opus!",10,ACNH,AMAZON,2021-06-07
Le jeux est indéfinissable car il y a tellement de chose à faire. Et l'envoi a été rapide.,10,ACNH,AMAZON,2022-01-26
"Tellement de choses à dire sur ce jeu..Déjà, il est sorti au bon moment ! Tant mieux pour lui, et surtout pour nous :DTrès complet, et surtout très fidèle aux autres animal crossing avec quand même plein de nouveautés très sympas, notamment la construction, qui rajoute un côté custom énorme au jeu.Possibilité de pêcher, couper du bois, attraper des insectes, ramasser des fleurs, agrandir sa maison, la décorer, faire de la plongée..Un nombre impressionant d'habitants différents, beaux ou moins beaux, à adopter dans son île suivant ses goutsNouveautés régulières sur le jeu avec des mises à jour et des évènement, saisonniers ou nonUn pur régal, ne pas hésiter !",10,ACNH,AMAZON,2021-04-05
"Il s'agit d'un cadeau de Noël pour ma fille.Arrivé en temps et en heure, et ça, c'est génial. MerciPar contre proposer un petit message en accompagnement du cadeau ça peut être sympa. Si c'est bien fait. Mon nom n'était pas censé apparaître puisque c'est de la part du Père Noël en personne ! Et je ne vous parle pas de la qualité d'impression...Le service pourrait être top. Gratuit n'est pas synonyme de manque de qualité. Si vous ne souhaitez pas vous investir dans ce service, ne le proposez pas. 1 étoile de moins.Cordialement",8,ACNH,AMAZON,2020-12-17
"Meilleur jeu depuis des lustres.Je ne suis pas du tout jeux vidéos... mis à part la Nintendo game boy Colors eu petite (j’ai 27 ans) et la Nintendo DS, bref pour moi c’est Ninendon ou rien lol.Et bien mes copines arrêtaient pas de me vanter ce jeu, je me suis laissé tenter : et j’adore tellement, le jeu et superbement bien fait, les graphismes, les détails jusqu’au moindre trucs... le jeu suit les saisons et la vie en temps réel. Il y a tellement de choses à faire...Animal crossing est vraiment un monde à part, les personnages animaux sont trop mignons, ils ont tous leurs personnalités, on peut se créer une île avec différents thèmes, bref on ne peut même pas tout citer pour dire... foncez je ne regrette pas et ça me détend, pas de violence que du mignon, rigolo mais hyper bien fait comme du réel",10,ACNH,AMAZON,2020-08-20
"Que l'on soit un vieux routard de la licence Animal Crossing ou bien un nouveau venu (c'est mon cas, même si j'ai vu mes enfants y jouer pendant des années), on ne peut qu'être fasciné par ce jeu merveilleux. Les graphismes et la musique sont vraiment fabuleux, l'ambiance d'île déserte à aménager en fonction de ses envies et à peupler à la mesure de son imagination est un moteur ludique indépassable (même s'il convient de garder à l'esprit qu'il ne peut y avoir qu'une seule île par console).Encore une fois, Animal Crossing, malgré son graphisme coloré et son côté résolument mignon à pleurer, n'est pas un jeu nécessairement destiné aux enfants (même s'ils adorent le jeu en règle générale, les filles autant que les garçons par ailleurs). Animal Crossing est un jeu dont la richesse dépend de l'imagination de ses utilisateurs et utilisatrices. Il est littéralement ce que vous en faites...Sans violence ni brutalité, certes, mais la vie et les jeux vidéo en ont-ils vraiment besoin ?",10,ACNH,AMAZON,2020-03-26
"Le jeu qui a sauvé mon confinement ! J’ai passé une bonne partie de mon confinement dessus. On retrouve les codes de wild world au niveau du graphisme mais avec beaucoup plus d’options au niveau du jeu! Des mises à jour son régulière pour ajouter d’autres choses et on retrouve des évènements temporaire à chaque saisons de l’année. Parfait pour tout âge, pour les enfants comme pour des adultes qui ont besoin de quelque chose pour se détendre et s’évader un peu après le travail!Attention si vous n’avez qu’une seule console que vous partagez et que vous achetez un deuxième Animal Crossing, vous ne pourrez pas avoir une île chacun mais partagerez également l’île. C’est à dire que chaque personne aura sa propre maison sur l’île qui a été créer en première sur la console.",10,ACNH,AMAZON,2020-06-26
"Le jeu est très beau, fluide, et facile à prendre en main, autant pour un enfant qu’un adulte.On retrouve les bases des précédents jeux Animal Crossing, avec des nouveautés dans les objets, les insectes et poissons ... génial comme toujours !Conseil à la sortie du jeu, vous devrez choisir entre hémisphère sud ou nord au début du jeu, prenez absolument l’hémisphère Sud car il y a de quoi pêcher et gagner de l’argent rapidement ! Alors que dans l’hémisphère Nord il n’y a rien d’intéressant à pêcher. Ça vous permettra de progresser beaucoup plus vite des le départ !Bon jeu !",10,ACNH,AMAZON,2020-03-22
"C'est mignon, accessible. Mais très limité. Pas moyen d'avoir une île (ou une partie) par utilisateur de la switch. Et le premier joueur à lancer le jeu sera celui qui fera tout l'agencement de l'île. Les autres se contenteront de collecter des ressources et planter des fleurs.On peut jouer à deux en même temps mais le deuxième devra se contenter de suivre le premier et ses actions sont limitées.On peut acheter des trotinettes et autres, mais pas s'en servir.Et évidemment aller sur une île d'un ami requiert un abonnement Nintendo online.Et tout cela devient vite répétitif.",4,ACNH,AMAZON,2022-02-21
Commandé hier en milieu d'après-midi et livré le lendemain matin à la première heure... c'est vraiment du rapide.L'emballage et le produit étaient parfaits.,10,ACNH,AMAZON,2020-11-28
Un très bon jeu. Les mises à jours régulières permettent de le faire durer le jeu.Mon préféré !,10,ACNH,AMAZON,2020-12-08
Parfait,10,ACNH,AMAZON,2021-02-21
"C'est ouf comme ce jeu est super addictif il est mignon,coloré et franchement très sympa je recommande fortement ce titreUn énorme merci aux livreurs pour avoir pu livrer le jeu à énormément de monde malgré les restrictions lié au covid 19",10,ACNH,AMAZON,2020-03-21
Génial comme tous les Animal Crossing !,10,ACNH,AMAZON,2020-03-20
De bonnes fonctionnalités,10,ACNH,AMAZON,2021-01-04
Rien a dire,10,ACNH,AMAZON,2020-12-12
