Content,Stars,titre,origine,jour,mois,année,Pays
"Jeu que ma fille de 7 ans adore. Elle a un personnage qui peut pêcher, camper, attraper des papillons, etc.... Malheureusement je trouve ça cher pour un jeu mais bon vive les consoles 😢",4,ACNH,AMAZON,10,6,2020,France
Tout c’est bien passé,5,ACNH,AMAZON,12,11,2021,France
Bien et pratique,5,ACNH,AMAZON,23,11,2021,France
Jeu fun et sympa. De nombreuses heures en perspective.,5,ACNH,AMAZON,9,9,2021,France
J’ai utilisé se produit pour me libérer de mes penser et sa a très bien marché et j’adore le principe des habitants animaux,5,ACNH,AMAZON,3,4,2021,France
Ma commande et la livraison se sont bien passés. Livraison très rapide.Jeu destiné pour mon petit fils pour son anniversaire (9 ans). Très heureux d'avoir reçu ce cadeau. Je le recommande,5,ACNH,AMAZON,12,12,2020,France
Je l'ai acheté pour ma femme et depuis.....elle ne peut plus s'en passer et ma petite fille joue que de temps en temps...Très addictif.,5,ACNH,AMAZON,19,3,2021,France
Colis arrive rapidement et en bon état. Ma fille est ravie et le jeu a l'air sympa.,4,ACNH,AMAZON,23,12,2020,France
Parfait,5,ACNH,AMAZON,11,12,2021,France
"Heureuse de retrouver cette licence, fidèle aux précédents jeux tout en apportant de nouvelles fonctionnalités. Sans compter les mises à jours pendant certains événements ou saisons qui casse la routine et apportent de nouveaux contenus, échanges et activités.",5,ACNH,AMAZON,29,8,2020,France
Rien à dire sur ce jeuDu fun la base !,5,ACNH,AMAZON,5,8,2021,France
excellent,5,ACNH,AMAZON,5,12,2021,France
"Article conforme à la description,  cadeau qui a fait plaisir",4,ACNH,AMAZON,1,2,2021,France
Jeu,5,ACNH,AMAZON,13,12,2021,France
"J’ai commander animal crossing New horizon hors j’ouvre la boîte et la n’imp pas de jaquettes je suis très déçu , je demande un remboursement immédiat…",1,ACNH,AMAZON,12,12,2022,France
"Ma petite fille de 9 ans adore ce jeu ; sa ""dose"" journalière est limitée à 1 heure. Le lendemain, elle reprend avec plaisir la partie sauvegardée.",4,ACNH,AMAZON,28,8,2020,France
"Jeu livré dans les temps malgré le Covid-19.Jeu au top, le graphisme est très beau.On peut jouer à deux en même temps et ça c’est top, même s’il faut un leader. On ne fait plus que jouer avec mon copain depuis qu’on l’a reçu.",5,ACNH,AMAZON,29,3,2020,France
"Un jeux pour petit et grand. Je joue le soir après une grosse journée sa détend musique tranquille, faire des quêtes et construire des bâtiments.Je suis accro heureusement confinement oblige 😁",5,ACNH,AMAZON,26,11,2020,France
"Le jeu est arrivé dans un petit emballage carton, suffisant. Il n'est pas abimé.Pas encore testé le jeu en lui-même car il est pour noël mais il devrait fonctionner...Je recommande.",5,ACNH,AMAZON,11,11,2020,France
un jeu genial je passe des heures dessus en plus le prix est moins cher qu'en commerce je recommande,5,ACNH,AMAZON,1,5,2021,France
Livraison  : rapideEmballage : conforme pour le produit.Produit : présent sur la liste du père Noël à fait plaisir. Bon jeu.,5,ACNH,AMAZON,2,2,2021,France
Cadeau. Correspond à la description de produit. Colis bien emballé et livraison rapide.,4,ACNH,AMAZON,29,12,2020,France
Top,5,ACNH,AMAZON,7,12,2021,France
"Graphismes parfaits, de très belles couleurs, fluide et conforme au jeu qu'on pouvait retrouve sur la wii",5,ACNH,AMAZON,10,5,2021,France
"Jeu très bien fait. Le pegi 3 est largement respecté, ma fille de 5 ans y joue avec nous car il y a tout de même de la lecture à faire.Je recommande",5,ACNH,AMAZON,19,10,2020,France
"Mon fils la eu en cadeau à son anniversaire et,il à été super content !",5,ACNH,AMAZON,23,5,2021,France
trop bien j'adore j'ai retrouvé mes amies les guepes deux fois elle m'ont piqué dommage a chaque fois il faut refaire la canne à peche ou le filet,5,ACNH,AMAZON,27,12,2020,France
Pour jouer,5,ACNH,AMAZON,18,11,2021,France
Bonjour un peu rébarbatif c'est toujours la même chose qui a à faire mais à part ça c'est bien,5,ACNH,AMAZON,22,4,2021,France
"Mon fils de 12 ans en rêvait pour son anniversaire... C'est fait ! Merci la pub intensive. Heureusement, il était en promo sur Amazon... En tous cas il a l'air très content de son jeu.",5,ACNH,AMAZON,6,9,2020,France
"Reposant, chatoyant,rempli de petits secrets,la liste de ses qualités est longue ! Modeler le monde dans lequel votre perso évolue vous branche ? un seul choix s'offre à vous, achetez ce jeu.",5,ACNH,AMAZON,13,10,2020,France
Bonjour je les reçu accès vite très heureuse.Ma fille n'a pas arrêté de sauté de joie vraiment merci beaucoup joyeux fêtes de fin d'année a tous 🙏,5,ACNH,AMAZON,18,12,2020,France
Très bon produit . Contrairement à certains commentaires nous avons bien reçu le jeu dans la boîte 😊,5,ACNH,AMAZON,12,4,2021,France
Parfait. Le prix est très attractif même moins cher que le jeu d'occasion. Le jeu est en français.,5,ACNH,AMAZON,21,4,2021,France
jeux bien recu mais impossible de jouer jeux bugerImpossible de contacter le service Nintendo,1,ACNH,AMAZON,25,12,2022,France
"Jeu vraiment sympa, facile à jouer, plein de petits détails super mignons. J'avais déjà acheter la version sur DS. Celui ci est plus complet tout en reprenant le concept de base. J'adore !Le confinement paraît moins long grâce à lui !!",5,ACNH,AMAZON,17,4,2020,France
"Boîte neuve scellée mais jeu non présent, heureusement, j'ai été remboursée",1,ACNH,AMAZON,8,1,2023,France
Super jeu qui fait le bonheur de mes trois enfants même de ma fille de 20 ans,5,ACNH,AMAZON,21,4,2021,France
"Rien à dire, le jeu est arrivé rapidement, aucune casse. Animal Crossing est parfait pour le confinement ! Il y a des mises à jour régulièrement qui ajoutent du contenu. Vous devez payer un abonnement à nintendo pour jouer en ligne.",5,ACNH,AMAZON,2,5,2020,France
J’adore se jeux rien n’a dire car les îles qu’il propose sont parfaite et les décors sont très jolies. La livraison est rapide.,5,ACNH,AMAZON,2,3,2021,France
"Jeu excellent, colis en parfait état er livraison très rapide (en avance je devais le recevoir le mardi et je l'ai reçu le lundi). Vraiment très bien !",5,ACNH,AMAZON,6,12,2020,France
"Jeu ludique, simple d'utilisation et bon public",4,ACNH,AMAZON,30,1,2021,France
"Attention !! Risque d'addiction. Ce jeu est super, rien à redire, à part qu'on peut vite tomber addict :-)",5,ACNH,AMAZON,30,3,2021,France
jeu acheté pour noel convient tres bien pour des enfants de moins de 10 ans.,4,ACNH,AMAZON,23,11,2020,France
"Livraison très rapide, pas déçu de ma commande.Ce sera un cadeau de Noël donc je ne sais pas si le jeu est bien en lui même !",5,ACNH,AMAZON,6,12,2020,France
Jeux Nintendo rapidement arrivé et très ludique pour tous les âges,5,ACNH,AMAZON,28,6,2021,France
joli game playun peu la guerre à la maison pour avoir la carte disonsmignon fait penser à my sims sur dsagréablement surpris même pour les adultes,5,ACNH,AMAZON,7,11,2020,France
"Ma chérie adore ce jeu, et les promotions régulières sur Amazon sont de bonnes occasions pour acquérir les jeux Switch d'une manière générale.",5,ACNH,AMAZON,4,2,2021,France
Jeu pour enfants à priori (15mn de jeu juste...). A voir plus loin,4,ACNH,AMAZON,4,12,2020,France
Bonne durée de vie super,5,ACNH,AMAZON,15,9,2021,France
"Superbe jeux, les petits et les grands sont ravis !! Le jeux est magnifique ! On recommande",5,ACNH,AMAZON,10,4,2021,France
J espère qu on va me renvoyer le jeu car ma fille très dessus,1,ACNH,AMAZON,24,12,2022,France
"On le savait, ce AC ne pouvait être que très bon vu l'attente de ce dernier. Je recommande ce jeu très sympa, il peut vous faire passer du temps et de bon moments. Très heureux de cette license !",5,ACNH,AMAZON,29,5,2020,France
Parfait,5,ACNH,AMAZON,15,11,2021,France
Honteux pas de jeu! Quelle tristesse pour un enfant le jour de Noël.,1,ACNH,AMAZON,25,12,2022,France
Très bon jeux offert à mon filleul il est aux angesLivraison rapide,5,ACNH,AMAZON,27,5,2021,France
"Je joue à cette licence depuis le début, mais celui-ci est une merveille.Honnêtement, c'est le meilleur des Animal Crossing.Tellement de possibilités dans le jeu, je l'ai commencé il y a 1 semaine mais je suis déjà conquise !",5,ACNH,AMAZON,2,4,2020,France
LE jeu pour se délasser et s'amuser sans aucune prise de tête. Créativité et fun sont au rendez-vous. À vous de faire votre île idéale !,5,ACNH,AMAZON,26,11,2020,France
"Attention jeu très addictif ! Les graphismes sont très beaux, on s’y prend facilement quelque soit son âge ;)",5,ACNH,AMAZON,16,3,2021,France
Un jeu que les enfants adorent,5,ACNH,AMAZON,26,8,2021,France
"Je ne comprends pas, ce jeu n'a rien de spécial ... je dirai même qu'il ne s'y passe pas grand chose ... mais je n'arrive pas à m'en décrocher ...",5,ACNH,AMAZON,5,10,2020,France
"Acheté pour mon fils, je suis devenue accro en 2 jours, quelle honte...Et je suis douée en plus !",5,ACNH,AMAZON,27,2,2021,France
Ma fille est ravie,5,ACNH,AMAZON,27,9,2021,France
Super jeu ! Je recommande ! En plus la livraison a été très rapide 👍,5,ACNH,AMAZON,23,4,2021,France
"sympa jeu familial,  on se le prête.",4,ACNH,AMAZON,29,12,2020,France
"Jeu assez connu, je l'ai pris pour ma fille, graphisme assez basique, dommage que les dialogue soient totalement farfelu, mais bon, ça plait aux enfants ;)",4,ACNH,AMAZON,30,5,2020,France
"Les enfants, les adolescents grand fans, toujours que du plaisir avec ce jeux",5,ACNH,AMAZON,19,5,2021,France
C est pour un anniversaire.mon petit fils à ete déçu parce qu il a été livré sans la pochette du jeu. (Livré dans une enveloppe ),3,ACNH,AMAZON,16,8,2021,France
"Cadeau idéal (offert premonitoirement) pour le confinement, acheté à un prix bas et reçu rapidement.  Ce jeu est merveilleux, très riche, peu addictif ( le temps y coule à la même vitesse que dans la vraie vie)",5,ACNH,AMAZON,9,5,2020,France
Merci beaucoup à TOUTE l'équipe d'amazon pour avoir pu livrer ce jeu dans cette période de confinement si compliquée. Même si ce n'était pas particulièrement urgent /nécessaire de le récupérer. Tout mon soutien aux personnes qui réalisent cet effort.,5,ACNH,AMAZON,24,3,2020,France
"Rien à dire de négatif...super, les filles l'adorent👍",5,ACNH,AMAZON,24,7,2021,France
Ma fille de 9 ans qui ne joue généralement pas beaucoup avec sa switch adore ce jeu et crée son petit monde,5,ACNH,AMAZON,8,1,2021,France
Très bon produit.Livré le lendemain de la Cde.Mon fils de 9ans est très content.,5,ACNH,AMAZON,26,3,2021,France
c'est juste un cadeau qui plat énormémént,5,ACNH,AMAZON,26,7,2021,France
Pour tous les enfants,5,ACNH,AMAZON,8,9,2021,France
Super ! Trouvé sur Amazon 10 euros moins cher qu'en grande surface !,5,ACNH,AMAZON,11,5,2021,France
"Excellent, mes enfants en sont fous.Très accessible pour des petits, très mimi, pas violent. Vraiment sympa",4,ACNH,AMAZON,23,9,2020,France
Bien,5,ACNH,AMAZON,28,10,2021,France
"achat pour ma fille et je peux dire qu'elle est heureusepour parler du jeu ,il n'y a que elle qui peut le dire , mais je sais qu'elle le trouve super génial.",5,ACNH,AMAZON,11,7,2020,France
Colis bien reçu et en avanceBien emballé,4,ACNH,AMAZON,14,12,2020,France
"Jeu intéressant pour les enfants. Le jeu et ouvert sur un vaste monde virtuel, où l'on peu interagir avec certains personnages.",5,ACNH,AMAZON,26,12,2020,France
Produit conforme à sa description.Je recommande!,5,ACNH,AMAZON,1,8,2021,France
On est content . On a pas reçu à l'heure a la sorti du jeu comme prevu avec le confinement du Covid 19 Mais quelques jours après.,4,ACNH,AMAZON,28,3,2020,France
"Bon jeu, de bonnes mises a jour. Je suis content de cet achat",4,ACNH,AMAZON,2,11,2020,France
conforme à la description,5,ACNH,AMAZON,3,9,2021,France
"Grosse arnaque, j'ai reçu le produit sans le jeu dedans...!",1,ACNH,AMAZON,24,12,2022,France
"Offert à ma filleule. Dés qu'elle l'a inséré dans sa nintendo switch, je n'existais plus. Donc, c'est un bon jeu",5,ACNH,AMAZON,3,1,2021,France
"Super jeu pour toute la famille : seul problème, on passe des heures dessus pour avancer ...",5,ACNH,AMAZON,5,3,2021,France
Conforme et envoi rapide,5,ACNH,AMAZON,12,9,2021,France
Le jeu est arrivé dans les temps. Ma fille de 7 ans adore. Ça lui permet même de s'entraîner à la lecture car pas mal de dialogue.,5,ACNH,AMAZON,22,9,2020,France
Mes enfant adorés ce jeu. Il passe des heures à jouer avec. Même moi je m’y suis mis. Jeu très addictif,5,ACNH,AMAZON,24,12,2020,France
Cadeau pour ma nièce qui était enchantée. Délai de livraison respecté,5,ACNH,AMAZON,28,5,2021,France
Très bon jeu pour enfants,5,ACNH,AMAZON,21,8,2021,France
Livraison au top et bien emballé comme d'habitude.Jeu fonctionnel et en bon état.Merci aux livreurs pour le travail qu'ils fournissent tous les jours et toute l'annéeEncore plus en ses temps de confinement !,5,ACNH,AMAZON,28,3,2020,France
"Offert à mon fils de 8 ans, il adore ce jeu convivial et tout doux.",5,ACNH,AMAZON,1,4,2021,France
"Le jeu est plutôt sympa.Dommage que pour une meilleur utilisation, il faille l'abonnement nintendo (pas précisé dans le descriptif)Sans l'abonnement, le jeu est un peu limité.Problème aussi pour pouvoir sauvegarder la partie, il faut jouer un long moment.Pas évident pour les enfants.",3,ACNH,AMAZON,15,2,2021,France
"Ma fille est très contente de cet achat, elle y joue tous les jours.",5,ACNH,AMAZON,11,4,2021,France
Aussi bien ma fille que mon fils adorent ce jeu. Ce jeu doit faire parti des jeux à avoir avec une switch,5,ACNH,AMAZON,18,11,2020,France
Ok,4,ACNH,AMAZON,9,2,2021,France
Pour min enfant. Nickel et produit original,5,ACNH,AMAZON,8,7,2021,France
"Au top, c'est ce que les enfants voulaient. Même le papa est fan !",5,ACNH,AMAZON,3,4,2021,France
"Ravi de cet achat, livré rapidement et proprement.Le jeu est top en plus !",5,ACNH,AMAZON,23,3,2021,France
"Livraison ultra rapide, merci Amazon d’avoir assuré même en temps de confinement!Jeu apaisant, inspirant, calme, pile ce qu’il faut pour s’évader.",5,ACNH,AMAZON,10,11,2020,France
"je vous présente mes excuses, le jeu commandé était dans le même colis que ma commande précédente d'un sweet shirt",5,ACNH,AMAZON,26,11,2020,France
Jeu un peu cher mais ça peut occuper des heures.Convient aux enfant sachant suffisamment bien lire car il faut beaucoup lire parfois même de l'argot.,5,ACNH,AMAZON,3,9,2020,France
Jeux acheter hier soir venu le lendemain matin ! Amazon prime c’est les meilleur je n’achète que chez vous.J’ai acheté une switch juste pour ce jeux magnifique,5,ACNH,AMAZON,11,8,2020,France
Jeux ludique mais à la longue répétitif et on n avance pas quand on joue seul,4,ACNH,AMAZON,4,9,2020,France
J'AI REÇU undertal sus surteh,5,ACNH,AMAZON,5,8,2021,France
Super,4,ACNH,AMAZON,26,1,2021,France
Excellent jeu Nintendo.,5,ACNH,AMAZON,8,9,2021,France
"Achat pour Noël, ma fille ne le lâche plus 😊",5,ACNH,AMAZON,23,5,2021,France
Jeu excellent mais deviens répétitif rapidement à moins d'être un fan réfléchir avant achat,4,ACNH,AMAZON,16,9,2020,France
